2024-02-16 23:54,60.15649771690369,27009
2024-02-16 23:55,120.21913814544678,58139
2024-02-16 23:56,180.28270268440247,78993
2024-02-16 23:57,240.34504961967468,96160
2024-02-16 23:58,300.3827188014984,110458
2024-02-16 23:59,360.40944027900696,122829
2024-02-17 00:00,420.4425492286682,133717
2024-02-17 00:01,480.5047824382782,143519
2024-02-17 00:02,540.5673987865448,152574
2024-02-17 00:03,600.6152439117432,160948
2024-02-17 00:04,660.665342092514,168867
2024-02-17 00:05,720.7265555858612,176174
2024-02-17 00:06,780.7431993484497,183183
2024-02-17 00:07,840.7952630519867,189815
2024-02-17 00:08,900.8579850196838,196019
2024-02-17 00:09,960.9093177318573,202009
2024-02-17 00:10,1020.9301009178162,207674
2024-02-17 00:11,1080.9452459812164,213181
2024-02-17 00:12,1141.0047962665558,218439
2024-02-17 00:13,1201.065284729004,223497
2024-02-17 00:14,1261.1277918815613,228384
2024-02-17 00:15,1321.1749436855316,233167
2024-02-17 00:16,1381.196323633194,237759
2024-02-17 00:17,1441.2445640563965,242242
2024-02-17 00:18,1501.3054316043854,246647
2024-02-17 00:19,1561.365240097046,250905
2024-02-17 00:20,1621.418991804123,255074
2024-02-17 00:21,1681.4434762001038,259128
2024-02-17 00:22,1741.5014071464539,263088
2024-02-17 00:23,1801.557698249817,266978
2024-02-17 00:24,1861.6141240596771,270780
2024-02-17 00:25,1921.654678106308,274535
2024-02-17 00:26,1981.7013154029846,278237
2024-02-17 00:27,2041.7399003505707,281836
2024-02-17 00:28,2101.7836730480194,285296
2024-02-17 00:29,2161.8421115875244,288761
2024-02-17 00:30,2221.8736798763275,292165
2024-02-17 00:31,2281.932477712631,295550
2024-02-17 00:32,2341.9944036006927,298881
2024-02-17 00:33,2402.0559346675873,300000
2024-02-17 00:34,2462.1064631938934,300000
